date,year,country_code,name,description,primary_type,types,locations,strength
11/11/23,2023,US,Veterans Day,Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.,Federal Holiday,National holiday,All,3
11/23/23,2023,US,Thanksgiving Day,Thanksgiving Day in the United States is traditionally a holiday to give thanks for the food collected at the end of the harvest season.,Federal Holiday,National holiday,All,3
12/25/23,2023,US,Christmas Day,Christmas Day celebrates Jesus Christ's birth.,Federal Holiday,National holiday|Christian,All,3
1/1/24,2024,US,New Year's Day,"New Year's Day is the first day of the Gregorian calendar, which is widely used in many countries such as the USA.",Federal Holiday,National holiday,All,3
1/15/24,2024,US,Martin Luther King Jr. Day,Martin Luther King Day marks the anniversary of the date of birth of the influential American civil right leader of the same name.,Federal Holiday,National holiday,All,3
2/19/24,2024,US,Presidents' Day,"Washington's Birthday, or Presidents' Day, honors the life and work of the first president of the United States, George Washington.",Federal Holiday,National holiday,All,3
5/27/24,2024,US,Memorial Day,Memorial Day commemorates all Americans who have died in military service for the United States.,Federal Holiday,National holiday,All,3
6/19/24,2024,US,Juneteenth,"Juneteenth, also known as Freedom Day and Emancipation Day, is a holiday or observance in many US states to celebrate the anniversary of the abolition of slavery in Texas on June 19, 1865.",Federal Holiday,National holiday,All,3
7/4/24,2024,US,Independence Day,"On Independence Day, Americans celebrate the anniversary of publication of the Declaration of Independence from Great Britain in 1776.",Federal Holiday,National holiday,All,3
9/2/24,2024,US,Labor Day,Labor Day is a federal holiday in the United States. It gives workers a day of rest and it celebrates their contribution to the American economy.,Federal Holiday,National holiday,All,3
10/14/24,2024,US,Columbus Day,Columbus Day celebrates 15th century explorer Christopher Columbus's arrival in America in 1492.,Federal Holiday,National holiday,All,3
11/11/24,2024,US,Veterans Day,Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.,Federal Holiday,National holiday,All,3
11/28/24,2024,US,Thanksgiving Day,Thanksgiving Day in the United States is traditionally a holiday to give thanks for the food collected at the end of the harvest season.,Federal Holiday,National holiday,All,3
12/24/24,2024,US,Christmas Eve,Christmas Eve in the United States is on December 24 each year.,Federal Holiday,National holiday,All,3
12/25/24,2024,US,Christmas Day,Christmas Day celebrates Jesus Christ's birth.,Federal Holiday,National holiday|Christian,All,3
1/1/25,2025,US,New Year's Day,"New Year's Day is the first day of the Gregorian calendar, which is widely used in many countries such as the USA.",Federal Holiday,National holiday,All,3
1/9/25,2025,US,National Day of Mourning for Jimmy Carter,National Day of Mourning for Jimmy Carter is a federal holiday in the USA,Federal Holiday,National holiday,All,3
1/20/25,2025,US,Martin Luther King Jr. Day,Martin Luther King Day marks the anniversary of the date of birth of the influential American civil right leader of the same name.,Federal Holiday,National holiday,All,3
1/20/25,2025,US,Inauguration Day,"On Inauguration Day, the president and vice-president of the United States of America are sworn in and take office.",Federal Holiday,National holiday,"DC, MD (partly), VA (partly)",3
2/17/25,2025,US,Presidents' Day,"Washington's Birthday, or Presidents' Day, honors the life and work of the first president of the United States, George Washington.",Federal Holiday,National holiday,All,3
5/26/25,2025,US,Memorial Day,Memorial Day commemorates all Americans who have died in military service for the United States.,Federal Holiday,National holiday,All,3
6/19/25,2025,US,Juneteenth,"Juneteenth, also known as Freedom Day and Emancipation Day, is a holiday or observance in many US states to celebrate the anniversary of the abolition of slavery in Texas on June 19, 1865.",Federal Holiday,National holiday,All,3
7/4/25,2025,US,Independence Day,"On Independence Day, Americans celebrate the anniversary of publication of the Declaration of Independence from Great Britain in 1776.",Federal Holiday,National holiday,All,3
9/1/25,2025,US,Labor Day,Labor Day is a federal holiday in the United States. It gives workers a day of rest and it celebrates their contribution to the American economy.,Federal Holiday,National holiday,All,3
10/13/25,2025,US,Columbus Day,Columbus Day celebrates 15th century explorer Christopher Columbus's arrival in America in 1492.,Federal Holiday,National holiday,All,3
11/11/25,2025,US,Veterans Day,Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.,Federal Holiday,National holiday,All,3
11/27/25,2025,US,Thanksgiving Day,Thanksgiving Day in the United States is traditionally a holiday to give thanks for the food collected at the end of the harvest season.,Federal Holiday,National holiday,All,3
12/24/25,2025,US,Christmas Eve,Christmas Eve in the United States is on December 24 each year.,Federal Holiday,National holiday,All,3
12/25/25,2025,US,Christmas Day,Christmas Day celebrates Jesus Christ's birth.,Federal Holiday,National holiday|Christian,All,3
12/26/25,2025,US,Day After Christmas Day,Day After Christmas Day is a federal holiday in the USA,Federal Holiday,National holiday,All,3
1/26/08,2008,IN,Republic Day,India's Republic Day marks the anniversary of the adoption of the Indian constitution. It is an annual gazetted holiday in India on January 26.,Gazetted Holiday,National holiday,All,3
3/6/08,2008,IN,Maha Shivaratri/Shivaratri,"Maha Shivratri is an annual festival dedicated to Shiva, the Hindu God of destruction. For devotees, is a day of reflection and meditation.",Gazetted Holiday,National holiday|Hinduism,All,3
3/21/08,2008,IN,Good Friday,Many Christians commemorate Jesus Christ’s crucifixion and death on Good Friday. It is a gazetted holiday in India.,Gazetted Holiday,National holiday,All,3
3/21/08,2008,IN,Milad un-Nabi/Id-e-Milad,Milad un-Nabi is a gazetted holiday in India and marks the Prophet Muhammad's birthday.,Gazetted Holiday,National holiday,All,3
4/13/08,2008,IN,Rama Navami,"Rama Navami is a Hindu festival that celebrates the birth of Rama, the first son of King Dasaratha of Ayodhya.",Gazetted Holiday,National holiday|Hinduism,All,3
4/18/08,2008,IN,Mahavir Jayanti,Mahavir Jayanti is a gazetted holiday in India,Gazetted Holiday,National holiday,All,3
5/20/08,2008,IN,Buddha Purnima/Vesak,"Vesak, also known as Buddha Purnima, celebrates of Gautama Buddha's birth, enlightenment and death.",Gazetted Holiday,National holiday,All,3
8/15/08,2008,IN,Independence Day,India's Independence Day is an annual gazetted holiday on August 15 to commemorate the day India became an independent nation.,Gazetted Holiday,National holiday,All,3
8/24/08,2008,IN,Janmashtami,"Krishna Janmashtami is a Hindu festival that celebrates the birth of Krishna, the eighth incarnation of the god Vishnu. It is celebrated on the eighth day of the Hindu month of Bhadrava (Bhadrapada), which is usually in August or September.",Gazetted Holiday,National holiday|Hinduism,All,3
10/2/08,2008,IN,Mahatma Gandhi Jayanti,Mahatma Gandhi's birthday is an annual gazetted holiday in India on October 2.,Gazetted Holiday,National holiday,All,3
10/9/08,2008,IN,Dussehra,"Dussehra, also known as Vijaya Dashami, is an Indian festival that celebrates good forces over evil forces. It spans for 10 days and is celebrated in varied traditions across India.",Gazetted Holiday,National holiday|Hinduism,All,3
10/28/08,2008,IN,Diwali/Deepavali,Diwali is a festival of physical and spiritual light celebrated in October or November each year.,Gazetted Holiday,National holiday|Hinduism,All,3
11/13/08,2008,IN,Guru Nanak Jayanti,Guru Nanak Jayanti is a gazetted holiday in India,Gazetted Holiday,National holiday,All,3
12/9/08,2008,IN,Bakrid,"For India's more than 200 million Muslims, Bakrid, the Festival of Sacrifice, is one of the holiest days of the year.",Gazetted Holiday,Muslim|Common local holiday,All,3
12/25/08,2008,IN,Christmas,"Many Christians celebrate Christmas Day, which is a gazetted holiday in India, on December 25 each year.",Gazetted Holiday,National holiday,All,3
1/26/09,2009,IN,Republic Day,India's Republic Day marks the anniversary of the adoption of the Indian constitution. It is an annual gazetted holiday in India on January 26.,Gazetted Holiday,National holiday,All,3
2/23/09,2009,IN,Maha Shivaratri/Shivaratri,"Maha Shivratri is an annual festival dedicated to Shiva, the Hindu God of destruction. For devotees, is a day of reflection and meditation.",Gazetted Holiday,National holiday|Hinduism,All,3
3/9/09,2009,IN,Milad un-Nabi/Id-e-Milad,Milad un-Nabi is a gazetted holiday in India and marks the Prophet Muhammad's birthday.,Gazetted Holiday,National holiday,All,3
4/3/09,2009,IN,Rama Navami,"Rama Navami is a Hindu festival that celebrates the birth of Rama, the first son of King Dasaratha of Ayodhya.",Gazetted Holiday,National holiday|Hinduism,All,3
